Peringkat_Sekolah,PPD,Kod_Sekolah,Nama_Sekolah,Alamat,Poskod,Bandar,Negeri,Telefon,Fax
Menengah,PPD JERANTUT,CEA2052,SMK SUNGAI RETANG,FELDA SUNGAI RETANG,27000,JERANTUT,PAHANG,93132050,93132094
Menengah,PPD JERANTUT,CEA2053,SMK INDERAPURA,KM1 JALAN BENTA,27000,JERANTUT,PAHANG,92601261,92601264
Menengah,PPD JERANTUT,CEA2054,SMK JENGKA 24,FELDA JENGKA 24,26400,"BANDAR TUN ABDUL RAZAK, J",PAHANG,94863877,94864191
Menengah,PPD LIPIS,CEA3034,SMK ORANG KAYA HAJI,JALAN TOK KAYA SENTUL,27200,KUALA LIPIS,PAHANG,93121211,93101141
Menengah,PPD LIPIS,CEA3035,SMK PADANG TENGKU,PADANG TENGKU,27100,KUALA LIPIS,PAHANG,93293111,93293112
Menengah,PPD LIPIS,CEA3036,SMK BENTA,BENTA,27300,BENTA,PAHANG,93238108,93238108
Menengah,PPD LIPIS,CEA3055,SMK (FELDA) SG KOYAN,FELDA SG KOYAN 3,27650,RAUB,PAHANG,93401433,93403011
Menengah,PPD LIPIS,CEA3056,SMK MERAPOH,MERAPOH,27210,KUALA LIPIS,PAHANG,99124622,99121578
Menengah,PPD LIPIS,CEA3057,SMK SERI LIPIS,KM8 JALAN LIPIS PADANG TENGKU,27200,KUALA LIPIS,PAHANG,93101321,93101320
Menengah,PPD LIPIS,CEA3058,SMK KERAMBIT,KERAMBIT,27200,KUALA LIPIS,PAHANG,93101251,93101252
Menengah,PPD LIPIS,CEA3059,SMK KUALA LANAR,"KG. KUALA LANAR,",27200,KUALA LIPIS,PAHANG,93101112,93101110
Menengah,PPD KUANTAN,CEA4022,SMK ABDUL RAHMAN TALIB,JALAN ALOR AKAR,25250,KUANTAN,PAHANG,95602244,95679250
Menengah,PPD KUANTAN,CEA4023,SMK ALOR AKAR,JALAN TENGKU MUHAMAD,25050,KUANTAN,PAHANG,95666746,95672766
Menengah,PPD KUANTAN,CEA4024,SMK BESERAH,KM 10  JALAN KEMAMAN,26100,KUANTAN,PAHANG,95447439,95447458
Menengah,PPD KUANTAN,CEA4026,SMK PAYA BESAR,KM 7 JLN.GAMBANG,25150,KUANTAN,PAHANG,95365509,95362076
Menengah,PPD KUANTAN,CEA4071,SMK BUKIT GOH,FELDA BUKIT GOH,26050,KUANTAN,PAHANG,95478932,95477506
Menengah,PPD KUANTAN,CEA4073,SMK SERI PANCHING,"KM 5, JALAN PANCHING,",26010,KUANTAN,PAHANG,95421080,95421732
Menengah,PPD KUANTAN,CEA4074,SMK TANJONG LUMPUR,KEMPADANG,25150,KUANTAN,PAHANG,95341416,95341689
Menengah,PPD KUANTAN,CEA4075,SMK TG PANGLIMA PERANG TG MUHAMMAD,BANDAR INDERA MAHKOTA,25200,KUANTAN,PAHANG,95732868,95739726
Menengah,PPD KUANTAN,CEA4076,SMK LEPAR HILIR,JALAN LEPAR  1 GAMBANG,26300,KUANTAN,PAHANG,95486748,95486479
Menengah,PPD JERANTUT,CEA4077,SM LEPAR UTARA,BANDAR JENGKA,26400,BANDAR JENGKA,PAHANG,94741582,94741999
Menengah,PPD KUANTAN,CEA4078,SMK PANDAN,"KM 12, JALAN GAMBANG",25150,KUANTAN,PAHANG,95384944,95394792
Menengah,PPD KUANTAN,CEA4079,SMK TOK SERA,JLN TG MUHAMAD,25050,KUANTAN,PAHANG,95686810,95601011
Menengah,PPD KUANTAN,CEA4080,SMK INDERA MAHKOTA  2,JALAN SULTAN ABU BAKAR,25200,KUANTAN,PAHANG,95735014,95737010
Menengah,PPD KUANTAN,CEA4081,SMK BUKIT RANGIN,BUKIT RANGIN,25150,KUANTAN,PAHANG,95366235,95361457
Menengah,PPD KUANTAN,CEA4082,SMK GUDANG RASAU,"KM9,JALAN GAMBANG",25150,KUANTAN,PAHANG,95362121,95362122
Menengah,PPD KUANTAN,CEA4083,SMK PELABUHAN,"TAMAN BALOK MAKMUR, GEBENG",26100,KUANTAN,PAHANG,95801320,95801321
Menengah,PPD KUANTAN,CEA4084,SMK SEMAMBU,DEPAN QTRS LOJI AIR SEMAMBU,25350,KUANTAN,PAHANG,95689867,95689341
Menengah,PPD KUANTAN,CEA4085,SMK SERI DAMAI,"KG. SERI DAMAI,KM 12 JLN GAMBANG",25150,KUANTAN,PAHANG,95397372,95398240
Menengah,PPD KUANTAN,CEA4086,SEKOLAH MENENGAH KEBANGSAAN SULTANAH HAJJAH KALSOM,BANDAR DAMANSARA,26100,KUANTAN,PAHANG,95602777,95671620
Menengah,PPD KUANTAN,CEA4087,SMK SUNGAI ISAP,PERMATANG BADAK,25150,KUANTAN,PAHANG,95363766,95365336
Menengah,PPD KUANTAN,CEA4088,SMK ASTANA,JALAN  SUNGAI LEMBING,25200,KUANTAN,PAHANG,95721522,95721520
Menengah,PPD KUANTAN,CEA4089,SMK SUNGAI SOI,JALAN PANTAI SEPAT,25150,KUANTAN,PAHANG,95341837,95341833
Menengah,PPD KUANTAN,CEA4090,SMK CENDERAWASIH,BANDAR INDERA MAHKOTA,25200,KUANTAN,PAHANG,95721025,95721020
Menengah,PPD KUANTAN,CEA4091,SMK SUNGAI BAGING,KM 36 JALAN KEMAMAN,26080,KUANTAN,PAHANG,95818111,95818112
Menengah,PPD KUANTAN,CEA4092,SMK MAT KILAU,JALAN KUANTAN PEKAN,25150,KUANTAN,PAHANG,95341088,95341090
Menengah,PPD KUANTAN,CEA4093,SMK TELUK CHEMPEDAK,TELUK CHEMPEDAK,25050,KUANTAN,PAHANG,95601842,95601840
Menengah,PPD KUANTAN,CEA4094,SMK PELINDUNG,"JALAN KG. PELINDUNG 5, BESERAH",26100,KUANTAN,PAHANG,95608026,95608028
Menengah,PPD KUANTAN,CEA4095,SMK GAMBANG,JALAN GAMBANG,26300,KUANTAN,PAHANG,95495043,95495041
Menengah,PPD KUANTAN,CEA4096,SMK PADANG GARUDA,JALAN LAPANGAN TERBANG SHAH KAMPUNG PANDAN 1,26070,KUANTAN,PAHANG,09-5381016,09-5381017
Menengah,PPD KUANTAN,CEA4097,SMK BUKIT SAGU,FELDA BUKIT SAGU ,25740,KUANTAN,PAHANG,95476196,95476195
Menengah,PPD KUANTAN,CEA4098,SMK SUNGAI ISAP MURNI,PERKAMPUNGAN SUNGAI ISAP MURNI,25150,KUANTAN,PAHANG,95361493,95361537
Menengah,PPD KUANTAN,CEA4099,SEKOLAH SUKAN MALAYSIA PAHANG,JALAN BANDAR GAMBANG 10,26300,GAMBANG,PAHANG,95497000,95497001
Menengah,PPD PEKAN,CEA5053,SMK DATO' MAHMUD MAT,"TANAH PUTEH,",26600,PEKAN,PAHANG,94269145,94264171
Menengah,PPD PEKAN,CEA5054,SMK TENGKU ABDULLAH,JALAN HAJI MONTOK,26600,PEKAN,PAHANG,94221261,94227546
Menengah,PPD PEKAN,CEA5056,SMK PALOH HINAI,PALOH HINAI,26650,PEKAN,PAHANG,94291235,94291103
Menengah,PPD ROMPIN,CEA5060,SMK MUADZAM SHAH,JALAN SEKOLAH,26700,MUADZAM SHAH,PAHANG,94522171,94526177
Menengah,PPD PEKAN,CEA5061,SMK (LKTP) CHINI,FELDA CHINI 2,26690,CHINI,PAHANG,94566163,94565133
Menengah,PPD PEKAN,CEA5071,SMK NENASI,KG.NENASI(45KM DARI BANDAR PEKAN KE BANDAR ROMPIN),26680,PEKAN,PAHANG,94181080,94181549
Menengah,PPD PEKAN,CEA5072,SEKOLAH SULTAN HAJI AHMAD SHAH PEKAN,JALAN SULTAN ABU BAKAR,26600,PEKAN,PAHANG,94224616,94225453
Menengah,PPD PEKAN,CEA5073,SMK CHINI TIMUR,"FELDA CHINI TIMUR 2,",26690,CHINI,PAHANG,94571559,94571921
Menengah,PPD PEKAN,CEA5074,SMK SERI PEKAN,BANDAR BARU PERAMU,26600,PEKAN,PAHANG,94264221,94264220
Menengah,PPD PEKAN,CEA5075,SMK INDERA SHAHBANDAR,KUALA PAHANG,26660,PEKAN,PAHANG,94251261,94251260
Menengah,PPD PEKAN,CEA5076,SMK PEKAN,KM. 3.5 JALAN PEKAN - NENASI,26600,PEKAN,PAHANG,94227661,94227695
Menengah,PPD PEKAN,CEA5077,SMK UBAI,KAMPUNG UBAI,26610,PEKAN,PAHANG,94264605,94260043
Menengah,PPD PEKAN,CEA5078,SMK LEPAR,KM 43.5 LEBUH RAYA TUN ABDUL RAZAK,26300,GAMBANG,PAHANG,95462392,95465794
Menengah,PPD PEKAN,CEA5079,SMK PERAMU JAYA,PERAMU JAYA,26600,PEKAN,PAHANG,94101310,94101311
Menengah,PPD PEKAN,CEA5080,SMK CHINI 2,PUSAT PENTADBIRAN DARA,26690,CHINI,PAHANG,94565628,94568830
Menengah,PPD RAUB,CEA6021,SM (SAINS) TENGKU ABDULLAH,"KM 6, JALAN LIPIS",27600,RAUB,PAHANG,93551600,93553511
Menengah,PPD RAUB,CEA6022,SMK TENGKU KUDIN,JALAN CHEROH,27600,RAUB,PAHANG,93551185,93561289
Menengah,PPD RAUB,CEA6023,SMK DONG,"KM 16, JALAN LIPIS, KAMPUNG  DONG",27400,RAUB,PAHANG,93658225,93659748
Menengah,PPD RAUB,CEA6024,SMK LKTP TERSANG,FELDA TERSANG 2,27610,RAUB,PAHANG,93403931,93403930
Menengah,PPD RAUB,CEA6025,SMK SERI RAUB,JALAN SIMPANG KALLANG,27600,RAUB,PAHANG,93501111,93501110
Menengah,PPD RAUB,CEA6026,SMK GALI,KM 9 JALAN KUALA LIPIS,27600,RAUB,PAHANG,93630339,TIADA
Menengah,PPD TEMERLOH,CEA7060,SMK KERDAU,"KM 18, JALAN TEMERLOH JERANTUT",28010,TEMERLOH,PAHANG,92846044,92847671
Menengah,PPD TEMERLOH,CEA7063,SMK TEMERLOH,JALAN MENTAKAB,28000,TEMERLOH,PAHANG,92961316,92967316
Menengah,PPD TEMERLOH,CEA7064,SMK KUALA KRAU,"KUALA KRAU,JALAN JERANTUT",28050,KUALA KRAU,PAHANG,92861225,92862780
Menengah,PPD TEMERLOH,CEA7065,SMK DATUK BAHAMAN,LANCHANG,28500,LANCHANG,PAHANG,92803252,92803933
Menengah,PPD TEMERLOH,CEA7066,SMK SERI SEMANTAN,BATU 2 1/2 JALAN KARAK,28400,MENTAKAB,PAHANG,92776408,92777552
Menengah,PPD TEMERLOH,CEA7067,SMK SERI TUALANG,KM 125 JLN PINTASAN TEMERLOH/MENTAKAB,28000,TEMERLOH,PAHANG,92901061,92901060
Menengah,PPD TEMERLOH,CEA7068,SMK BUKIT DAMAR,JALAN FELDA BUKIT DAMAR,28500,LANCHANG,PAHANG,92805113,92805237
Menengah,PPD TEMERLOH,CEA7069,SMK TEMERLOH JAYA,TAMAN TEMERLOH JAYA,28000,TEMERLOH,PAHANG,92901420,92901421
Menengah,PPD TEMERLOH,CEA7070,SMK PAYA PULAI,KM 11 JALAN MARAN,28000,TEMERLOH,PAHANG,92986833,92986494
Menengah,PPD TEMERLOH,CEA7071,SMK TELUK SENTANG,JALAN SEBERANG TEMERLOH,28000,TEMERLOH,PAHANG,92791767,92792026
Menengah,PPD TEMERLOH,CEA7072,SMK BUKIT CERMIN,JALAN MENTAKAB,28400,MENTAKAB,PAHANG,92771802,92771801
Menengah,PPD TEMERLOH,CEA7073,SMK LANCHANG,LANCHANG,28500,LANCHANG,PAHANG,92805236,92803630
Menengah,PPD BENTONG,CEA7136,SMK (FELDA) CHEMOMOI,FELDA CHEMOMOI,28310,TRIANG,PAHANG,92458393,92457352
Menengah,PPD TEMERLOH,CEA7160,SMK SEBERANG TEMERLOH,JALAN MARAN,28000,TEMERLOH,PAHANG,92972379,92972711
Menengah,PPD ROMPIN,CEA8017,SMK ROMPIN,JALAN TUAN SYED OTHMAN,26800,KUALA ROMPIN,PAHANG,94145228,94142075
Menengah,PPD ROMPIN,CEA8018,SMK KERATONG,JALAN SEKOLAH,26900,BANDAR TUN  RAZAK,PAHANG,94457434,94455973
Menengah,PPD ROMPIN,CEA8019,SMK TANJUNG GEMOK,KAMPUNG TANJUNG GEMOK,26820,KUALA ROMPIN,PAHANG,94132640,94131749
Menengah,PPD ROMPIN,CEA8020,SMK PERWIRA JAYA,"WAKIL POS SELANCAR 02, FELDA SELANCAR 02",26700,MUADZAM SHAH,PAHANG,94381109,94381109
Menengah,PPD ROMPIN,CEA8021,SMK PERANTAU DAMAI,FELDA KERATONG 10,26700,MUADZAM SHAH,PAHANG,94431690,94431295
Menengah,PPD ROMPIN,CEA8022,SMK TEKEK,"KG. TEKEK, PULAU TIOMAN",26800,KUALA ROMPIN,PAHANG,94191129,94191378
Menengah,PPD ROMPIN,CEA8023,SMK CHANIS,JALAN SIMPANG CHANIS,26700,MUADZAM SHAH,PAHANG,94471015,94471501
Menengah,PPD ROMPIN,CEA8024,SMK BANDAR TUN RAZAK,JALAN SEKOLAH  FELDA KERATONG 4,26900,BANDAR TUN RAZAK,PAHANG,94456551,94455649
Menengah,PPD ROMPIN,CEA8025,SMK SERI ROMPIN,KM 20 JLN ROMPIN-PEKAN,26810,KUALA ROMPIN,PAHANG,94120018,94120017
Menengah,PPD ROMPIN,CEA8026,SMK MUADZAM JAYA,JALAN SEKOLAH AGAMA,26700,MUADZAM SHAH,PAHANG,94501121,94501121
Menengah,PPD ROMPIN,CEA8027,SMK SELANCAR,JALAN SELANCAR 6,26700,MUADZAM SHAH,PAHANG,94371357,94371357
Menengah,PPD ROMPIN,CEA8028,SMK SUNGAI PUTERI,"KM 6, JALAN SABAK",26800,KUALA ROMPIN,PAHANG,94143032,94143031
Menengah,PPD ROMPIN,CEA8029,SMK SELENDANG,JALAN SEKOLAH SELENDANG 1,26800,KUALA ROMPIN,PAHANG,94140071,94140072
Menengah,PPD ROMPIN,CEA8030,SMK PONTIAN JAYA,"KG.PARIT,PONTIAN,",26800,KUALA ROMPIN,PAHANG,94140041,94140042
Menengah,PPD ROMPIN,CEA8031,SMK ROMPIN PERMAI,"JALAN PANTAI HIBURAN, KUALA ROMPIN",26800,ROMPIN,PAHANG,94141273,94141280
Menengah,PPD MARAN,CEA9059,SMK MARAN,JALAN BERKAT,26500,MARAN,PAHANG,94771243,94773904
Menengah,PPD MARAN,CEA9060,SM TENGKU AMPUAN AFZAN,CHENOR,28100,CHENOR,PAHANG,92995373,92996173
Menengah,PPD MARAN,CEA9114,SMK (LKTP) JENGKA 2,FELDA CEMPAKA JENGKA 2,26430,BANDAR JENGKA,PAHANG,94674325,94674188
Menengah,PPD MARAN,CEA9116,SMK (LKTP) KAMPUNG AWAH,FELDA KAMPUNG AWAH (LKTP),28030,TEMERLOH,PAHANG,92987229,92986745
Menengah,PPD MARAN,CEA9133,SMK (LKTP) JENGKA 6,FELDA JENGKA 6,26410,BANDAR JENGKA,PAHANG,94764446,94764446
Menengah,PPD MARAN,CEA9157,SMK JENGKA PUSAT,BANDAR JENGKA,26400,BANDAR JENGKA,PAHANG,94677581,94677580
Menengah,PPD MARAN,CEA9158,SMK (LKTP) JENGKA 10,FELDA JENGKA 10,26400,BANDAR JENGKA,PAHANG,94663320,94663610
Menengah,PPD MARAN,CEA9160,SMK (LKTP) JENGKA 18,FELDA JENGKA 18,26400,BANDAR JENGKA,PAHANG,94852712,94851724
Menengah,PPD MARAN,CEA9161,SMK (LKTP) JENGKA 21,FELDA JENGKA 21,26400,BANDAR JENGKA,PAHANG,94862325,94862325
Menengah,PPD MARAN,CEA9162,SMK JENGKA PUSAT 2,LINTASAN SEMARAK,26400,BANDAR TUN ABDUL RAZAK JE,PAHANG,94663168,94664658
Menengah,PPD MARAN,CEA9163,SMK SERI JENGKA,PEKAN TAJAU,26500,MARAN,PAHANG,94771671,94772007
Menengah,PPD MARAN,CEA9164,SMK MARAN 2,JALAN MARAN KUANTAN,26500,MARAN,PAHANG,94771136,94771136
Menengah,PPD MARAN,CEA9165,SMK (LKTP) JENGKA 16,"FELDA SENA JENGKA 16, JALAN UTAMA",26400,BANDAR JENGKA,PAHANG,94663789,94661466
Menengah,PPD MARAN,CEA9166,SMK JENGKA 12,FELDA JENGKA 12,26400,BANDAR JENGKA,PAHANG,94864312,94863764
Menengah,PPD MARAN,CEA9167,SMK SRI JAYA,JALAN BELIMBING,26020,MARAN,PAHANG,94789223,94789223
Menengah,PPD MARAN,CEA9168,SMK DESA JAYA,"JALAN HOSPITAL, BANDAR TUN ABDUL RAZAK JENGKA",26400,BANDAR TUN ABDUL RAZAK JE,PAHANG,94676897,94676897
Menengah,PPD MARAN,CEA9169,SMK CEDUNG JAYA,JALAN TAMAN SERI KERAMAT,26500,MARAN,PAHANG,94771577,94771576
Menengah,PPD BERA,CEAA061,SMK BERA,BANDAR 32,28300,TRIANG,PAHANG,92461502,92461502
Menengah,PPD BERA,CEAA062,SMK MENGKARAK,KAMPUNG MENGKARAK,28200,BANDAR BERA,PAHANG,92552215,92552258
Menengah,PPD BERA,CEAA115,SMK BUKIT MENDI,FELDA BUKIT MENDI,28320,TRIANG,PAHANG,92459514,92457522
Menengah,PPD BERA,CEAA156,SMK (FELDA) PURUN,FELDA PURUN,28330,TRIANG,PAHANG,92481997,92481997
Menengah,PPD BERA,CEAA159,SMK KEMAYAN,KEMAYAN,28380,KEMAYAN,PAHANG,92408501,92408475
Menengah,PPD BERA,CEAA161,SMK BANDAR KERAYONG,JALAN TEMERLOH,28200,BERA,PAHANG,92506881,92506881
Menengah,PPD BERA,CEAA162,SMK TEMBANGAU,FELDA TEMBANGAU,28380,KEMAYAN,PAHANG,64683860,64683860
Menengah,PPD BERA,CEAA163,SMK SERI BERA,KG. KERAYONG,28200,BANDAR BERA,PAHANG,92505378,92505801
Menengah,PPD BERA,CEAA164,SMK TRIANG 3,FELDA TRIANG 3,28300,TRIANG,PAHANG,92469923,92469921
Menengah,PPD BENTONG,CEB0017,SMK TELEMONG,KAMPUNG TELEMONG,28620,KARAK,PAHANG,92399788,92399788
Menengah,PPD BENTONG,CEB0019,SMK KETARI,JALAN KUALA LUMPUR,28700,BENTONG,PAHANG,92221278,92235571
Menengah,PPD BENTONG,CEB0020,SMK KATHOLIK,"D/A SMK KATHOLIK,JALAN KETARI",28700,BENTONG,PAHANG,92221505,92221505
Menengah,PPD BENTONG,CEB0021,SMK KHAI MUN,"PETI SURAT 18 , CHAMANG BARU",28700,BENTONG,PAHANG,92221137,92223439
Menengah,PPD CAMERON HIGHLANDS,CEB1003,SMK SULTAN AHMAD SHAH,"PERSIARAN DAYANG ENDAH, TANAH RATA",39000,CAMERON HIGHLANDS,PAHANG,54911018,54914922
Menengah,PPD LIPIS,CEB3038,SMK SETIA WANGSA,"KM4, JALAN LIPIS/BENTA",27200,KUALA LIPIS,PAHANG,93101221,93101220
Menengah,PPD LIPIS,CEB3039,SMK CHUNG HWA,JALAN DATO' MAHMUD SG.KERPAN,27200,KUALA LIPIS,PAHANG,93121458,93121458
Menengah,PPD KUANTAN,CEB4032,SMK  SULTAN ABU BAKAR,JALAN BESERAH,25300,KUANTAN,PAHANG,95665759,95685627
Menengah,PPD KUANTAN,CEB4033,SMK ST THOMAS,JALAN BESERAH,25300,KUANTAN,PAHANG,95687006,95687820
Menengah,PPD KUANTAN,CEB4034,SMK (P) METHODIST,JALAN GAMBUT,25000,KUANTAN,PAHANG,95131989,95133469
Menengah,PPD KUANTAN,CEB4035,SMK AIR PUTIH,JALAN AIR PUTIH,25300,KUANTAN,PAHANG,95661092,95671241
Menengah,PPD KUANTAN,CEB4036,SMK TANAH PUTEH,JALAN TANAH PUTIH,25100,KUANTAN,PAHANG,95131182,95149796
Menengah,PPD KUANTAN,CEB4040,SMK SERI MAHKOTA,"KM 16, JLN  GAMBANG",25150,KUANTAN,PAHANG,95381461,95397159
Menengah,PPD KUANTAN,CEB4069,SMK TENGKU AFZAN,ALOR AKAR,25050,KUANTAN,PAHANG,95664752,95681605
Menengah,PPD RAUB,CEB6026,SMK MAHMUD,JALAN TRAS,27600,RAUB,PAHANG,93551046,93559457
Menengah,PPD RAUB,CEB6027,SMK DATO SHAHBANDAR HUSSAIN,JALAN CHEROH,27600,RAUB,PAHANG,93551477,93551477
Menengah,PPD RAUB,CEB6028,SMK (P) METHODIST,JALAN CHEROH,27600,RAUB,PAHANG,93551512,93551512
Menengah,PPD RAUB,CEB6029,SMK CHUNG CHING,JALAN PEKELILING,27600,RAUB,PAHANG,93501120,93501122
Menengah,PPD RAUB,CEB6030,SMK SUNGAI RUAN,SUNGAI RUAN,27500,RAUB,PAHANG,93686227,93687033
Menengah,PPD TEMERLOH,CEB7068,SMK ABU BAKAR,JALAN TEMERLOH-MENTAKAB,28000,TEMERLOH,PAHANG,92961260,92967450
Menengah,PPD TEMERLOH,CEB7069,SMK SERI BAHAGIA,JALAN BAHAGIA,28000,TEMERLOH,PAHANG,92967488,92961488
Menengah,PPD TEMERLOH,CEB7071,SMK HWA LIAN,JALAN KARAK,28400,MENTAKAB,PAHANG,92771146,92701148
Menengah,PPD BERA,CEBA072,SMK TRIANG,,28300,TRIANG,PAHANG,92507351,92506935
Menengah,PPD BENTONG,CEE0016,SMK KARAK,JALAN BESAR KARAK,28600,KARAK,PAHANG,92312770,92313669
Menengah,PPD BENTONG,CEE0018,SMK SULAIMAN,"KM 4, JALAN KUALA LUMPUR",28700,BENTONG,PAHANG,92221046,92220200
Menengah,PPD JERANTUT,CEE2032,SMK JERANTUT,,27000,JERANTUT,PAHANG,92662255,92662879
Menengah,PPD LIPIS,CEE3033,SMK PANGLIMA GARANG ABDUL SAMAD,BUDU,27310,BENTA,PAHANG,93124437,93124437
Menengah,PPD LIPIS,CEE3037,SMK CLIFFORD,KM 1 JALAN LIPIS-RAUB,27200,KUALA LIPIS,PAHANG,93101242,93101241
Menengah,PPD KUANTAN,CEE4039,SMK SUNGAI LEMBING,"KM 0.1, SG LEMBING",26200,SUNGAI LEMBING,PAHANG,95411334,95412259
Menengah,PPD KUANTAN,CEE4070,SM (SAINS) SULTAN HJ AHMAD SHAH,KM 12 JLN GAMBANG,25150,KUANTAN,PAHANG,95381223,95384407
Menengah,PPD PEKAN,CEE5062,SMK AHMAD,JALAN ROMPIN LAMA,26600,PEKAN,PAHANG,94221252,94226121
Menengah,PPD TEMERLOH,CEE7070,SMK MENTAKAB,JALAN PEKELILING,28400,MENTAKAB,PAHANG,92771155,92772535
Menengah,PPD JERANTUT,CFT2001,SMA KOTA GELANGGI 3,FELDA KOTA GELANGGI 3,27000,JERANTUT,PAHANG,09-2051555,09-2051555
Menengah,PPD JERANTUT,CFT2002,SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN,"KM 7, KAMPUNG SUNGAI BADAK,  JALAN BENTA",27000,JERANTUT,PAHANG,6092666925,TIADA
Menengah,PPD LIPIS,CFT3001,SMA AL-ITTIHADIAH,KG. RELAI KERAMBIT,27200,KUALA LIPIS,PAHANG,93129537,93129055
Menengah,PPD KUANTAN,CFT4001,SM AGAMA AL MAARIF,FELDA BUKIT GOH,26050,KUANTAN,PAHANG,95476151,95476170
Menengah,PPD KUANTAN,CFT4002,MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH,"LOT 116, KAMPUNG PELINDUNG, BESERAH,",26100,KUANTAN,PAHANG,95445951,95445951
Menengah,PPD TEMERLOH,CFT7001,MADRASAH TARBIAH ISLAMIAH,"KAMPONG CHATIN, MENTAKAB, TEMERLOH",28400,TEMERLOH,PAHANG,92771745,92771745
Menengah,PPD ROMPIN,CFT8001,SMA AL-HASANAH,BANDAR TUN RAZAK,26900,TUN RAZAK,PAHANG,94458088,94458088
Menengah,PPD MARAN,CFT9001,SMA AL MAHMUDI,PONDOK AMAN KM 108 JALAN MARAN KAMPUNG AWAH,28030,MARAN,PAHANG,92987712,92987712
Menengah,PPD BENTONG,CHA0002,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,"KM 6, JALAN KUALA LUMPUR",28700,BENTONG,PAHANG,92225466,92233089
Menengah,PPD LIPIS,CHA3002,KOLEJ VOKASIONAL  SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH,"KM 13, JALAN LIPIS-RAUB",27200,KUALA LIPIS,PAHANG,93227955,93227389
Menengah,PPD KUANTAN,CHA4001,KOLEJ VOKASIONAL KUANTAN,JALAN TENGKU MUHAMMAD,25050,KUANTAN,PAHANG,95661705,95660940
Menengah,PPD KUANTAN,CHA4002,SM PENDIDIKAN KHAS VOKASIONAL KUANTAN,"LOT 1909-1408, MUKIM KUALA KUANTAN",25200,KUANTAN,PAHANG,95474049,95474051
Menengah,PPD TEMERLOH,CHA7001,KOLEJ VOKASIONAL PUTERI,KM 5 JALAN MENTAKAB,28000,TEMERLOH,PAHANG,92961246,92965325
Menengah,PPD TEMERLOH,CHA7002,KOLEJ VOKASIONAL TEMERLOH,SIMPANG SANGGANG,28020,TEMERLOH,PAHANG,92846344,92846345
Menengah,PPD ROMPIN,CHA8001,KOLEJ VOKASIONAL SULTAN AHMAD SHAH,JALAN ENDAU/ROMPIN,26800,KUALA ROMPIN,PAHANG,94146622,94141988
Menengah,PPD MARAN,CHA9001,KOLEJ VOKASIONAL (PERTANIAN) CHENOR,BANDAR BARU CHENOR,28100,CHENOR,PAHANG,92995330,92996360
Menengah,PPD ROMPIN,CKA5002,KOLEJ VOKASIONAL MUADZAM SHAH,"JALAN ISTANA, PINGGIR PELANGI",26700,MUADZAM SHAH,PAHANG,94522788,94523304
Menengah,PPD KUANTAN,CKE4037,SM TEKNIK KUANTAN,JALAN TENGKU MUHAMAD,25050,KUANTAN,PAHANG,95601442,95662420
Menengah,PPD BENTONG,CRA0001,SEKOLAH MENENGAH AGAMA PERSEKUTUAN BENTONG,FELDA MEMPAGA,28600,KARAK,PAHANG,92221898,92221841
Menengah,PPD JERANTUT,CRA2001,SMKA TENGKU AMPUAN HAJJAH AFZAN PAHANG,"KM 4, JALAN JERANTUT-TEMERLOH",27000,JERANTUT,PAHANG,92663330,92667472
Menengah,PPD KUANTAN,CRA4001,SEKOLAH BERASRAMA PENUH INTEGRASI KUANTAN,BANDAR INDERA MAHKOTA,25200,KUANTAN,PAHANG,95733994,95736993
Menengah,PPD PEKAN,CRA5001,SEKOLAH BERASRAMA PENUH INTEGRASI TUN ABDUL RAZAK,PULAU SERAI,26600,PEKAN,PAHANG,94101010,94101030
Menengah,PPD TEMERLOH,CRA7001,SBPI TEMERLOH,JALAN JERANTUT,28010,TEMERLOH,PAHANG,92847889,92847460
Menengah,PPD ROMPIN,CRA8001,SMK AGAMA PAHANG,"JALAN SEKOLAH AGAMA,",26700,MUADZAM SHAH,PAHANG,94523901,94525370
Menengah,PPD BACHOK,DEA0031,SMK BERIS PANCHOR,TAWANG,16320,BACHOK,KELANTAN,97767093,97768786
Menengah,PPD BACHOK,DEA0032,SMK NIPAH,JALAN  NIPAH,16300,BACHOK,KELANTAN,97787304,97788277
Menengah,PPD BACHOK,DEA0033,SMK BADAK,"CABANG TIGA MELAWI,",16310,BACHOK,KELANTAN,97787411,97787410
Menengah,PPD BACHOK,DEA0034,SMK LONG YUNUS,BERIS KUBOR BESAR,16350,BACHOK,KELANTAN,09-7788358,97783303
Menengah,PPD BACHOK,DEA0035,SMK PUTERI SAADONG,BUKIT MARAK,16030,KOTA BHARU,KELANTAN,97652276,97658317
Menengah,PPD BACHOK,DEA0036,SMK JELAWAT,JELAWAT,16370,BACHOK,KELANTAN,97787400,97787401
Menengah,PPD BACHOK,DEA0037,SMK PAK BADOL,"KG. PAK BADOL,MELOR",16400,KOTA BHARU,KELANTAN,97835303,97831028
Menengah,PPD BACHOK,DEA0038,SMK SRI GUNUNG,"BUKIT CHENDA,GUNONG,",16390,BACHOK,KELANTAN,97825225,97825226
